tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table1a,2023,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",11697,11618,FLL,EWR,1118,3797,199.22,UA,0.4937,231.40,NK,0.2050,125.52,,,202311169711618FLLEWR
Table1a,2023,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",11697,12197,FLL,HPN,1118,720,219.50,B6,0.9563,218.27,B6,0.9563,218.27,,,202311169712197FLLHPN
Table1a,2023,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",11697,12391,FLL,ISP,1118,170,172.95,F9,0.5644,113.65,F9,0.5644,113.65,,,202311169712391FLLISP
Table1a,2023,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",11697,12478,FLL,JFK,1118,2774,202.11,B6,0.6664,193.15,B6,0.6664,193.15,,,202311169712478FLLJFK
Table1a,2023,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",11697,12953,FLL,LGA,1118,3214,191.89,B6,0.4280,194.18,NK,0.2526,120.75,,,202311169712953FLLLGA
Table1a,2023,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",11697,15070,FLL,SWF,1118,64,110.60,F9,1.0000,110.60,F9,1.0000,110.60,,,202311169715070FLLSWF
Table1a,2023,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,11618,MIA,EWR,1118,3058,223.29,UA,0.5189,250.42,NK,0.1424,128.22,,,202311330311618MIAEWR
Table1a,2023,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,12197,MIA,HPN,1118,89,215.72,AA,0.9576,211.37,AA,0.9576,211.37,,,202311330312197MIAHPN
Table1a,2023,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,12391,MIA,ISP,1118,9,273.57,WN,0.9250,284.36,WN,0.9250,284.36,,,202311330312391MIAISP
Table1a,2023,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,12478,MIA,JFK,1118,3475,219.76,AA,0.4430,232.55,B6,0.3065,197.36,,,202311330312478MIAJFK
Table1a,2023,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,12953,MIA,LGA,1118,3688,233.39,AA,0.5025,254.38,NK,0.1104,124.76,,,202311330312953MIALGA
Table1a,2023,1,32467,32244,"Miami, FL (Metropolitan Area)","New Haven, CT",11697,12244,FLL,HVN,1126,325,113.46,XP,1.0000,113.46,XP,1.0000,113.46,,,202311169712244FLLHVN
Table1a,2023,1,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",11697,13796,FLL,OAK,2585,37,248.44,WN,0.5684,280.62,NK,0.2614,158.29,,,202311169713796FLLOAK
Table1a,2023,1,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",11697,14771,FLL,SFO,2585,873,390.28,B6,0.5720,420.20,UA,0.2561,372.25,,,202311169714771FLLSFO
Table1a,2023,1,32467,34492,"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",11697,14492,FLL,RDU,700,752,163.73,DL,0.3239,191.96,B6,0.2054,145.09,,,202311169714492FLLRDU
Table1a,2023,1,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",11697,14831,FLL,SJC,2585,51,323.73,WN,0.3158,273.31,WN,0.3158,273.31,,,202311169714831FLLSJC
Table1a,2023,1,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13303,13796,MIA,OAK,2585,36,230.92,WN,0.5152,245.60,NK,0.2530,176.62,,,202311330313796MIAOAK
Table1a,2023,1,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13303,14771,MIA,SFO,2585,817,405.57,AA,0.5563,389.95,AA,0.5563,389.95,,,202311330314771MIASFO
Table1a,2023,1,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13303,14831,MIA,SJC,2585,60,324.21,WN,0.3826,238.59,WN,0.3826,238.59,,,202311330314831MIASJC
Table1a,2023,1,32467,33192,"Miami, FL (Metropolitan Area)","Sacramento, CA",11697,14893,FLL,SMF,2552,126,372.09,WN,0.2921,315.67,WN,0.2921,315.67,,,202311169714893FLLSMF
Table1a,2023,1,32467,33192,"Miami, FL (Metropolitan Area)","Sacramento, CA",13303,14893,MIA,SMF,2552,145,351.55,AA,0.3002,425.21,NK,0.1325,191.25,,,202311330314893MIASMF
Table1a,2023,1,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",11697,15304,FLL,TPA,204,386,133.14,NK,0.4135,100.97,NK,0.4135,100.97,,,202311169715304FLLTPA
Table1a,2023,1,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13303,15304,MIA,TPA,204,481,224.40,AA,0.9968,224.44,AA,0.9968,224.44,,,202311330315304MIATPA
Table1a,2023,1,32467,33214,"Miami, FL (Metropolitan Area)","San Antonio, TX",11697,14683,FLL,SAT,1145,204,243.07,NK,0.3406,122.83,NK,0.3406,122.83,,,202311169714683FLLSAT
Table1a,2023,1,32467,33214,"Miami, FL (Metropolitan Area)","San Antonio, TX",13303,14683,MIA,SAT,1145,188,334.23,AA,0.5050,383.84,WN,0.2605,275.49,,,202311330314683MIASAT
Table1a,2023,1,32467,33316,"Miami, FL (Metropolitan Area)","Omaha, NE",11697,13871,FLL,OMA,1393,114,319.51,WN,0.4580,271.51,WN,0.4580,271.51,,,202311169713871FLLOMA
Table1a,2023,1,32467,33316,"Miami, FL (Metropolitan Area)","Omaha, NE",13303,13871,MIA,OMA,1393,142,298.10,AA,0.3555,299.08,WN,0.3508,272.76,,,202311330313871MIAOMA
Table1a,2023,1,32467,33342,"Miami, FL (Metropolitan Area)","Milwaukee, WI",11697,13342,FLL,MKE,1258,287,238.47,WN,0.6749,219.93,WN,0.6749,219.93,,,202311169713342FLLMKE
Table1a,2023,1,32467,33342,"Miami, FL (Metropolitan Area)","Milwaukee, WI",13303,13342,MIA,MKE,1258,146,263.94,WN,0.3513,210.46,WN,0.3513,210.46,,,202311330313342MIAMKE
Table1a,2023,1,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",11697,13495,FLL,MSY,675,637,143.02,WN,0.4061,153.28,NK,0.3422,107.61,,,202311169713495FLLMSY
Table1a,2023,1,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",13303,13495,MIA,MSY,675,462,214.91,AA,0.5070,269.93,NK,0.1064,99.47,,,202311330313495MIAMSY
Table1a,2023,1,32467,33570,"Miami, FL (Metropolitan Area)","San Diego, CA",11697,14679,FLL,SAN,2269,528,280.59,AS,0.5117,265.82,B6,0.2167,236.22,,,202311169714679FLLSAN
Table1a,2023,1,32467,33570,"Miami, FL (Metropolitan Area)","San Diego, CA",13303,14679,MIA,SAN,2269,341,361.47,AA,0.6758,387.42,F9,0.0238,113.79,,,202311330314679MIASAN
Table1a,2023,1,32467,33667,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",11697,13931,FLL,ORF,812,177,196.50,NK,0.3216,93.83,NK,0.3216,93.83,,,202311169713931FLLORF
Table1a,2023,1,32467,33667,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",11697,14098,FLL,PHF,812,41,110.77,XP,0.8320,78.60,XP,0.8320,78.60,,,202311169714098FLLPHF
Table1a,2023,1,32467,33667,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13303,13931,MIA,ORF,812,167,294.53,AA,0.7781,286.89,AA,0.7781,286.89,,,202311330313931MIAORF
Table1a,2023,1,32467,33667,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13303,14098,MIA,PHF,812,3,393.53,AA,0.9667,398.97,AA,0.9667,398.97,,,202311330314098MIAPHF
Table1a,2023,1,32467,33728,"Miami, FL (Metropolitan Area)","Pensacola, FL",11697,14193,FLL,PNS,530,183,121.65,NK,0.8357,90.12,NK,0.8357,90.12,,,202311169714193FLLPNS
Table1a,2023,1,32467,33728,"Miami, FL (Metropolitan Area)","Pensacola, FL",13303,14193,MIA,PNS,530,124,291.10,AA,0.9357,286.28,AA,0.9357,286.28,,,202311330314193MIAPNS
Table1a,2023,1,32467,33933,"Miami, FL (Metropolitan Area)","Worcester, MA",11697,13933,FLL,ORH,1232,244,186.69,B6,0.9968,186.61,B6,0.9968,186.61,,,202311169713933FLLORH
Table1a,2023,1,32467,33933,"Miami, FL (Metropolitan Area)","Worcester, MA",13303,13933,MIA,ORH,1232,9,224.09,AA,0.4937,185.22,AA,0.4937,185.22,,,202311330313933MIAORH
Table1a,2023,1,32467,34057,"Miami, FL (Metropolitan Area)","Portland, OR",11697,14057,FLL,PDX,2700,240,294.21,AS,0.3247,322.34,DL,0.2713,281.92,,,202311169714057FLLPDX
Table1a,2023,1,32467,34057,"Miami, FL (Metropolitan Area)","Portland, OR",13303,14057,MIA,PDX,2700,132,389.05,AA,0.2630,450.28,UA,0.1261,438.27,,,202311330314057MIAPDX
Table1a,2023,1,32467,34100,"Miami, FL (Metropolitan Area)","Philadelphia, PA",11697,14100,FLL,PHL,1013,1615,188.60,AA,0.4555,266.50,F9,0.1719,104.01,,,202311169714100FLLPHL
Table1a,2023,1,32467,34100,"Miami, FL (Metropolitan Area)","Philadelphia, PA",13303,14100,MIA,PHL,1013,1461,241.76,AA,0.6730,296.59,F9,0.1615,112.44,,,202311330314100MIAPHL
Table1a,2023,1,32467,34492,"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",13303,14492,MIA,RDU,700,765,196.30,AA,0.5673,218.59,NK,0.1547,104.35,,,202311330314492MIARDU
Table1a,2023,1,32467,34524,"Miami, FL (Metropolitan Area)","Richmond, VA",11697,14524,FLL,RIC,825,438,162.41,NK,0.3989,121.68,NK,0.3989,121.68,,,202311169714524FLLRIC
Table1a,2023,1,32467,34524,"Miami, FL (Metropolitan Area)","Richmond, VA",13303,14524,MIA,RIC,825,224,226.11,AA,0.8077,221.06,AA,0.8077,221.06,,,202311330314524MIARIC
Table1a,2023,1,32467,34576,"Miami, FL (Metropolitan Area)","Rochester, NY",11697,14576,FLL,ROC,1203,143,261.17,WN,0.3540,229.33,WN,0.3540,229.33,,,202311169714576FLLROC
Table1a,2023,1,32467,34576,"Miami, FL (Metropolitan Area)","Rochester, NY",13303,14576,MIA,ROC,1203,118,282.05,AA,0.3355,320.00,B6,0.1188,221.84,,,202311330314576MIAROC
Table1a,2023,1,32467,34614,"Miami, FL (Metropolitan Area)","Salt Lake City, UT",11697,14869,FLL,SLC,2088,558,320.44,DL,0.4858,375.80,B6,0.2896,257.57,,,202311169714869FLLSLC
Table1a,2023,1,32467,34614,"Miami, FL (Metropolitan Area)","Salt Lake City, UT",13303,14869,MIA,SLC,2088,609,363.36,AA,0.4353,361.73,AA,0.4353,361.73,,,202311330314869MIASLC
Table1a,2023,1,32467,35096,"Miami, FL (Metropolitan Area)","Syracuse, NY",11697,15096,FLL,SYR,1217,211,218.95,G4,0.4314,152.61,G4,0.4314,152.61,,,202311169715096FLLSYR
Table1a,2023,1,32467,35096,"Miami, FL (Metropolitan Area)","Syracuse, NY",13303,15096,MIA,SYR,1217,94,290.76,AA,0.4680,308.83,WN,0.1031,240.13,,,202311330315096MIASYR
Table1a,2023,1,32467,35249,"Miami, FL (Metropolitan Area)","Tallahassee, FL",11697,15249,FLL,TLH,402,96,194.65,3M,0.7281,159.61,3M,0.7281,159.61,,,202311169715249FLLTLH
Table1a,2023,1,32467,35249,"Miami, FL (Metropolitan Area)","Tallahassee, FL",13303,15249,MIA,TLH,402,158,350.26,AA,0.9677,347.80,AA,0.9677,347.80,,,202311330315249MIATLH
Table1a,2023,1,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",10800,14122,BUR,PIT,2136,23,364.00,AA,0.4712,400.81,WN,0.3702,336.26,,,202311080014122BURPIT
Table1a,2023,1,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",12892,14122,LAX,PIT,2136,408,239.37,NK,0.5497,118.81,NK,0.5497,118.81,,,202311289214122LAXPIT
Table1a,2023,1,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",12954,14122,LGB,PIT,2136,10,277.56,WN,0.8817,270.25,WN,0.8817,270.25,,,202311295414122LGBPIT
Table1a,2023,1,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",13891,14122,ONT,PIT,2136,40,349.41,AA,0.3398,400.11,WN,0.2953,280.41,,,202311389114122ONTPIT
Table1a,2023,1,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",14908,14122,SNA,PIT,2136,89,328.79,AA,0.3571,344.64,WN,0.1855,301.44,,,202311490814122SNAPIT
Table1a,2023,1,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",10800,15376,BUR,TUS,453,24,205.84,AA,0.5046,221.76,WN,0.4862,191.33,,,202311080015376BURTUS
Table1a,2023,1,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",12892,15376,LAX,TUS,453,532,180.93,WN,0.4064,148.59,WN,0.4064,148.59,,,202311289215376LAXTUS
Table1a,2023,1,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",12954,15376,LGB,TUS,453,12,187.11,WN,0.6759,168.81,WN,0.6759,168.81,,,202311295415376LGBTUS
Table1a,2023,1,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",13891,15376,ONT,TUS,453,29,216.76,AA,0.5891,225.35,WN,0.3992,203.53,,,202311389115376ONTTUS
Table1a,2023,1,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",14908,15376,SNA,TUS,453,66,210.23,AA,0.6237,220.43,WN,0.3478,191.37,,,202311490815376SNATUS
Table1a,2023,1,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",10800,14107,BUR,PHX,370,1136,148.73,WN,0.6996,142.38,WN,0.6996,142.38,,,202311080014107BURPHX
Table1a,2023,1,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",12892,14107,LAX,PHX,370,1942,167.43,WN,0.3907,140.38,WN,0.3907,140.38,,,202311289214107LAXPHX
Table1a,2023,1,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",12954,14107,LGB,PHX,370,536,126.96,WN,0.8735,120.65,WN,0.8735,120.65,,,202311295414107LGBPHX
Table1a,2023,1,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",13891,14107,ONT,PHX,370,564,177.04,WN,0.7537,168.62,WN,0.7537,168.62,,,202311389114107ONTPHX
Table1a,2023,1,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",14908,10466,SNA,AZA,370,0,58.00,G4,1.0000,58.00,G4,1.0000,58.00,,,202311490810466SNAAZA
Table1a,2023,1,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",14908,14107,SNA,PHX,370,1514,166.91,WN,0.5419,161.23,WN,0.5419,161.23,,,202311490814107SNAPHX
Table1a,2023,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",10800,14747,BUR,SEA,978,792,194.51,AS,0.8593,199.69,WN,0.1030,150.35,,,202311080014747BURSEA
Table1a,2023,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12892,14747,LAX,SEA,978,2740,202.38,AS,0.4967,200.10,AS,0.4967,200.10,,,202311289214747LAXSEA
Table1a,2023,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12954,14747,LGB,SEA,978,68,152.25,WN,0.9183,145.51,WN,0.9183,145.51,,,202311295414747LGBSEA
Table1a,2023,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",13891,14747,ONT,SEA,978,905,182.85,AS,0.5736,176.65,AS,0.5736,176.65,,,202311389114747ONTSEA
Table1a,2023,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",14908,14747,SNA,SEA,978,1714,204.45,AS,0.7535,202.13,AS,0.7535,202.13,,,202311490814747SNASEA
Table1a,2023,1,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",10800,10693,BUR,BNA,1797,61,284.06,WN,0.6975,272.04,WN,0.6975,272.04,,,202311080010693BURBNA
Table1a,2023,1,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",12892,10693,LAX,BNA,1797,1209,276.35,DL,0.4053,335.73,NK,0.1355,127.31,,,202311289210693LAXBNA
Table1a,2023,1,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",12954,10693,LGB,BNA,1797,117,236.20,WN,0.9810,233.74,WN,0.9810,233.74,,,202311295410693LGBBNA
Table1a,2023,1,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",13891,10693,ONT,BNA,1797,136,284.81,WN,0.4422,273.38,F9,0.1678,118.05,,,202311389110693ONTBNA
Table1a,2023,1,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",14908,10693,SNA,BNA,1797,217,340.66,WN,0.6391,331.26,WN,0.6391,331.26,,,202311490810693SNABNA
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,10821,BUR,BWI,2329,28,301.48,WN,0.7550,300.45,WN,0.7550,300.45,,,202311080010821BURBWI
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,11278,BUR,DCA,2329,24,330.65,AA,0.4795,366.21,WN,0.3836,263.97,,,202311080011278BURDCA
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,12264,BUR,IAD,2329,9,349.38,UA,0.4545,432.92,WN,0.4416,269.29,,,202311080012264BURIAD
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,10821,LAX,BWI,2329,981,251.36,UA,0.3172,291.10,NK,0.2950,147.00,,,202311289210821LAXBWI
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,11278,LAX,DCA,2329,1153,361.94,AA,0.4756,388.15,AS,0.2086,282.61,,,202311289211278LAXDCA
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,12264,LAX,IAD,2329,1460,333.55,UA,0.7769,352.71,AS,0.1924,248.91,,,202311289212264LAXIAD
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,10821,LGB,BWI,2329,28,233.83,WN,0.9802,225.02,WN,0.9802,225.02,,,202311295410821LGBBWI
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,11278,LGB,DCA,2329,22,233.94,WN,0.8856,218.10,WN,0.8856,218.10,,,202311295411278LGBDCA
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,12264,LGB,IAD,2329,3,320.48,WN,0.7931,225.83,WN,0.7931,225.83,,,202311295412264LGBIAD
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,10821,ONT,BWI,2329,67,317.34,WN,0.4562,315.17,WN,0.4562,315.17,,,202311389110821ONTBWI
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,11278,ONT,DCA,2329,138,255.84,AA,0.3803,349.35,F9,0.3409,113.98,,,202311389111278ONTDCA
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,12264,ONT,IAD,2329,39,306.81,AA,0.2975,313.88,WN,0.2068,275.02,,,202311389112264ONTIAD
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,10821,SNA,BWI,2329,83,327.27,WN,0.4181,326.24,WN,0.4181,326.24,,,202311490810821SNABWI
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,11278,SNA,DCA,2329,155,348.88,AA,0.4925,360.14,UA,0.2602,331.57,,,202311490811278SNADCA
Table1a,2023,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,12264,SNA,IAD,2329,62,320.91,UA,0.6691,311.79,UA,0.6691,311.79,,,202311490812264SNAIAD
Table1a,2023,1,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",10800,15016,BUR,STL,1592,38,341.12,WN,0.6608,324.83,WN,0.6608,324.83,,,202311080015016BURSTL
Table1a,2023,1,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",12892,15016,LAX,STL,1592,484,310.12,WN,0.4471,281.81,WN,0.4471,281.81,,,202311289215016LAXSTL
Table1a,2023,1,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",12954,15016,LGB,STL,1592,112,252.61,WN,0.9683,251.37,WN,0.9683,251.37,,,202311295415016LGBSTL
Table1a,2023,1,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",13891,15016,ONT,STL,1592,66,309.08,WN,0.4213,327.81,F9,0.1574,114.38,,,202311389115016ONTSTL
Table1a,2023,1,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",14908,15016,SNA,STL,1592,127,311.54,WN,0.4397,298.53,WN,0.4397,298.53,,,202311490815016SNASTL
Table1a,2023,1,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",10800,13204,BUR,MCO,2218,34,299.87,WN,0.5530,257.82,WN,0.5530,257.82,,,202311080013204BURMCO
Table1a,2023,1,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",12892,13204,LAX,MCO,2218,2330,289.13,DL,0.4126,323.35,UA,0.2364,273.17,,,202311289213204LAXMCO
Table1a,2023,1,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",12954,13204,LGB,MCO,2218,44,212.90,WN,0.9045,193.71,WN,0.9045,193.71,,,202311295413204LGBMCO
Table1a,2023,1,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",13891,13204,ONT,MCO,2218,304,206.43,F9,0.6080,116.95,F9,0.6080,116.95,,,202311389113204ONTMCO
Table1a,2023,1,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",14908,13204,SNA,MCO,2218,282,251.54,AA,0.2810,358.31,MX,0.2344,87.86,,,202311490813204SNAMCO
Table1a,2023,1,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",10800,13487,BUR,MSP,1535,16,323.77,WN,0.4490,299.83,WN,0.4490,299.83,,,202311080013487BURMSP
Table1a,2023,1,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",12892,13487,LAX,MSP,1535,1422,269.14,DL,0.5299,352.14,NK,0.1625,123.33,,,202311289213487LAXMSP
Table1a,2023,1,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",12954,13487,LGB,MSP,1535,19,218.37,WN,0.8621,195.75,WN,0.8621,195.75,,,202311295413487LGBMSP
Table1a,2023,1,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",13891,13487,ONT,MSP,1535,62,324.01,DL,0.2701,398.32,WN,0.2683,269.71,,,202311389113487ONTMSP
Table1a,2023,1,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",14908,13487,SNA,MSP,1535,265,364.37,DL,0.8175,385.11,F9,0.0130,106.71,,,202311490813487SNAMSP
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10800,11618,BUR,EWR,2510,48,219.07,AA,0.5046,219.19,UA,0.4190,218.24,,,202311080011618BUREWR
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10800,12197,BUR,HPN,2510,0,431.65,B6,0.5000,680.30,UA,0.5000,183.00,,,202311080012197BURHPN
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10800,12478,BUR,JFK,2510,208,249.21,B6,0.9563,245.29,B6,0.9563,245.29,,,202311080012478BURJFK
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10800,12953,BUR,LGA,2510,27,253.75,WN,0.4979,210.28,WN,0.4979,210.28,,,202311080012953BURLGA
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12892,11618,LAX,EWR,2510,4178,327.54,UA,0.5462,387.35,AS,0.1778,220.00,,,202311289211618LAXEWR
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12892,12197,LAX,HPN,2510,142,153.69,MX,0.6627,118.66,MX,0.6627,118.66,,,202311289212197LAXHPN
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12892,12391,LAX,ISP,2510,3,352.20,WN,0.9231,369.43,WN,0.9231,369.43,,,202311289212391LAXISP
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12892,12478,LAX,JFK,2510,5320,442.43,DL,0.4104,462.07,B6,0.3782,344.74,,,202311289212478LAXJFK
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12892,12953,LAX,LGA,2510,291,312.49,AA,0.3285,302.57,WN,0.1916,205.79,,,202311289212953LAXLGA
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12954,11618,LGB,EWR,2510,1,505.62,AA,1.0000,505.62,AA,1.0000,505.62,,,202311295411618LGBEWR
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12954,12478,LGB,JFK,2510,2,444.02,AA,0.7143,383.23,AA,0.7143,383.23,,,202311295412478LGBJFK
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12954,12953,LGB,LGA,2510,18,178.40,WN,0.9876,178.39,WN,0.9876,178.39,,,202311295412953LGBLGA
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13891,11618,ONT,EWR,2510,94,236.90,AA,0.6026,222.62,AA,0.6026,222.62,,,202311389111618ONTEWR
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13891,12197,ONT,HPN,2510,2,248.28,DL,0.5500,322.58,AA,0.3500,147.86,,,202311389112197ONTHPN
Table1a,2023,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13891,12391,ONT,ISP,2510,0,90.50,F9,1.0000,90.50,F9,1.0000,90.50,,,202311389112391ONTISP
