tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table1a,2022,1,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",10721,12191,BOS,HOU,1609,46,215.38,WN,0.7170,211.22,AA,0.1367,206.31,,,202211072112191BOSHOU
Table1a,2022,1,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",10721,12266,BOS,IAH,1609,683,245.32,UA,0.6790,260.47,B6,0.1683,201.93,,,202211072112266BOSIAH
Table1a,2022,1,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",13296,12191,MHT,HOU,1609,9,254.38,WN,1.0000,254.38,WN,1.0000,254.38,,,202211329612191MHTHOU
Table1a,2022,1,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",13296,12266,MHT,IAH,1609,9,283.03,AA,0.5176,297.05,WN,0.1294,162.55,,,202211329612266MHTIAH
Table1a,2022,1,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",14307,12191,PVD,HOU,1609,18,237.28,WN,0.8667,236.27,WN,0.8667,236.27,,,202211430712191PVDHOU
Table1a,2022,1,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",14307,12266,PVD,IAH,1609,34,278.84,UA,0.4379,295.97,AA,0.1732,268.99,,,202211430712266PVDIAH
Table1a,2022,1,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",10721,13204,BOS,MCO,1142,2991,209.96,B6,0.4782,229.89,DL,0.2630,222.19,,,202211072113204BOSMCO
Table1a,2022,1,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",13296,13204,MHT,MCO,1142,475,190.40,WN,0.5945,220.96,NK,0.3182,122.14,,,202211329613204MHTMCO
Table1a,2022,1,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",14307,13204,PVD,MCO,1142,987,188.42,WN,0.4950,188.76,F9,0.1212,105.39,,,202211430713204PVDMCO
Table1a,2022,1,30721,31624,"Boston, MA (Metropolitan Area)","Key West, FL",10721,11624,BOS,EYW,1396,188,322.12,B6,0.5531,370.49,AA,0.3312,262.51,,,202211072111624BOSEYW
Table1a,2022,1,30721,31624,"Boston, MA (Metropolitan Area)","Key West, FL",13296,11624,MHT,EYW,1396,7,295.41,AA,0.7031,300.47,UA,0.2969,283.42,,,202211329611624MHTEYW
Table1a,2022,1,30721,31624,"Boston, MA (Metropolitan Area)","Key West, FL",14307,11624,PVD,EYW,1396,25,303.00,AA,0.6562,320.80,DL,0.1607,247.86,,,202211430711624PVDEYW
Table1a,2022,1,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",10721,13487,BOS,MSP,1124,591,168.74,DL,0.8212,171.31,B6,0.1111,143.61,,,202211072113487BOSMSP
Table1a,2022,1,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",13296,13487,MHT,MSP,1124,9,203.72,AA,0.5060,208.50,WN,0.3012,199.12,,,202211329613487MHTMSP
Table1a,2022,1,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",14307,13487,PVD,MSP,1124,30,195.85,DL,0.4689,210.85,WN,0.1099,167.83,,,202211430713487PVDMSP
Table1a,2022,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,11618,BOS,EWR,209,583,116.41,UA,0.7384,122.62,DL,0.1767,99.61,,,202211072111618BOSEWR
Table1a,2022,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,12391,BOS,ISP,209,0,80.50,AA,1.0000,80.50,AA,1.0000,80.50,,,202211072112391BOSISP
Table1a,2022,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,12478,BOS,JFK,209,435,122.26,B6,0.5082,123.19,AA,0.2411,113.46,,,202211072112478BOSJFK
Table1a,2022,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10721,12953,BOS,LGA,209,1036,108.09,DL,0.5188,116.83,B6,0.4204,97.92,,,202211072112953BOSLGA
Table1a,2022,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,11618,MHT,EWR,209,17,220.06,UA,0.9737,220.51,UA,0.9737,220.51,,,202211329611618MHTEWR
Table1a,2022,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,12391,MHT,ISP,209,0,179.50,AA,1.0000,179.50,AA,1.0000,179.50,,,202211329612391MHTISP
Table1a,2022,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14307,11618,PVD,EWR,209,18,206.02,UA,1.0000,206.02,UA,1.0000,206.02,,,202211430711618PVDEWR
Table1a,2022,1,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14307,12953,PVD,LGA,209,13,115.94,DL,1.0000,115.94,DL,1.0000,115.94,,,202211430712953PVDLGA
Table1a,2022,1,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",10721,14635,BOS,RSW,1271,1865,263.91,B6,0.6696,282.83,DL,0.1542,255.13,,,202211072114635BOSRSW
Table1a,2022,1,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",13296,14635,MHT,RSW,1271,149,173.84,NK,0.6418,122.65,NK,0.6418,122.65,,,202211329614635MHTRSW
Table1a,2022,1,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",14307,14635,PVD,RSW,1271,425,179.00,F9,0.3769,107.12,F9,0.3769,107.12,,,202211430714635PVDRSW
Table1a,2022,1,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",10721,12889,BOS,LAS,2381,1061,266.78,B6,0.3811,295.10,NK,0.1401,122.63,,,202211072112889BOSLAS
Table1a,2022,1,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",13296,12889,MHT,LAS,2381,23,304.62,WN,0.5073,269.93,WN,0.5073,269.93,,,202211329612889MHTLAS
Table1a,2022,1,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",14307,12889,PVD,LAS,2381,59,306.00,AA,0.3586,302.83,WN,0.2808,280.74,,,202211430712889PVDLAS
Table1a,2022,1,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",10721,12339,BOS,IND,818,293,200.93,DL,0.4529,214.99,AA,0.4294,193.80,,,202211072112339BOSIND
Table1a,2022,1,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",13296,12339,MHT,IND,818,14,220.99,AA,0.5840,238.60,WN,0.3440,194.17,,,202211329612339MHTIND
Table1a,2022,1,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",14307,12339,PVD,IND,818,24,227.43,AA,0.4720,233.50,WN,0.1449,207.10,,,202211430712339PVDIND
Table1a,2022,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10721,13796,BOS,OAK,2704,21,257.03,WN,0.6471,244.58,WN,0.6471,244.58,,,202211072113796BOSOAK
Table1a,2022,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10721,14771,BOS,SFO,2704,1573,300.53,B6,0.3454,327.93,AS,0.1132,217.69,,,202211072114771BOSSFO
Table1a,2022,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10721,14831,BOS,SJC,2704,67,251.56,DL,0.4099,269.57,AS,0.1355,216.25,,,202211072114831BOSSJC
Table1a,2022,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13296,13796,MHT,OAK,2704,1,294.10,WN,1.0000,294.10,WN,1.0000,294.10,,,202211329613796MHTOAK
Table1a,2022,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13296,14771,MHT,SFO,2704,7,272.43,UA,0.6230,267.55,UA,0.6230,267.55,,,202211329614771MHTSFO
Table1a,2022,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13296,14831,MHT,SJC,2704,2,313.00,AA,0.5714,289.38,AA,0.5714,289.38,,,202211329614831MHTSJC
Table1a,2022,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14307,13796,PVD,OAK,2704,6,217.03,WN,0.9286,216.71,DL,0.0536,204.33,,,202211430713796PVDOAK
Table1a,2022,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14307,14771,PVD,SFO,2704,33,306.69,UA,0.5084,307.58,AA,0.1751,250.89,,,202211430714771PVDSFO
Table1a,2022,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14307,14831,PVD,SJC,2704,4,295.66,DL,0.5714,274.15,WN,0.2571,221.00,,,202211430714831PVDSJC
Table1a,2022,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10721,11697,BOS,FLL,1283,1925,193.71,B6,0.5578,201.56,AA,0.1226,191.33,,,202211072111697BOSFLL
Table1a,2022,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10721,13303,BOS,MIA,1283,2211,199.80,AA,0.4402,225.92,B6,0.2718,178.42,,,202211072113303BOSMIA
Table1a,2022,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",13296,11697,MHT,FLL,1283,123,140.49,NK,0.6862,112.93,NK,0.6862,112.93,,,202211329611697MHTFLL
Table1a,2022,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",13296,13303,MHT,MIA,1283,24,212.72,AA,0.4769,234.29,WN,0.4259,194.33,,,202211329613303MHTMIA
Table1a,2022,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",14307,11697,PVD,FLL,1283,393,177.00,B6,0.4915,181.19,WN,0.2552,170.63,,,202211430711697PVDFLL
Table1a,2022,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",14307,13303,PVD,MIA,1283,87,198.91,AA,0.5402,201.04,WN,0.2414,189.89,,,202211430713303PVDMIA
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,10800,BOS,BUR,2611,20,275.99,AA,0.4011,289.92,WN,0.2418,237.84,,,202211072110800BOSBUR
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,12892,BOS,LAX,2611,2103,308.15,B6,0.3157,314.05,UA,0.1556,259.89,,,202211072112892BOSLAX
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,12954,BOS,LGB,2611,10,246.73,WN,0.6136,220.01,WN,0.6136,220.01,,,202211072112954BOSLGB
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,13891,BOS,ONT,2611,43,303.98,AA,0.4182,309.65,B6,0.1013,206.54,,,202211072113891BOSONT
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,14908,BOS,SNA,2611,99,311.65,AA,0.4249,310.22,UA,0.2993,308.75,,,202211072114908BOSSNA
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,10800,MHT,BUR,2611,2,238.60,WN,0.6000,224.33,WN,0.6000,224.33,,,202211329610800MHTBUR
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,12892,MHT,LAX,2611,12,271.01,AA,0.4112,297.09,UA,0.2336,245.54,,,202211329612892MHTLAX
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,12954,MHT,LGB,2611,1,211.00,WN,1.0000,211.00,WN,1.0000,211.00,,,202211329612954MHTLGB
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,13891,MHT,ONT,2611,1,452.80,WN,0.6000,346.50,WN,0.6000,346.50,,,202211329613891MHTONT
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,14908,MHT,SNA,2611,3,296.04,UA,0.3913,282.56,WN,0.2609,259.00,,,202211329614908MHTSNA
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,10800,PVD,BUR,2611,1,283.57,WN,1.0000,283.57,WN,1.0000,283.57,,,202211430710800PVDBUR
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,12892,PVD,LAX,2611,59,293.87,AA,0.3962,269.93,WN,0.1321,247.92,,,202211430712892PVDLAX
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,12954,PVD,LGB,2611,1,301.50,WN,1.0000,301.50,WN,1.0000,301.50,,,202211430712954PVDLGB
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,13891,PVD,ONT,2611,6,283.87,DL,0.4340,337.45,WN,0.2642,215.36,,,202211430713891PVDONT
Table1a,2022,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,14908,PVD,SNA,2611,13,338.08,UA,0.3186,339.33,WN,0.1239,257.21,,,202211430714908PVDSNA
Table1a,2022,1,30721,33105,"Boston, MA (Metropolitan Area)","Cincinnati, OH",10721,11193,BOS,CVG,752,252,232.20,DL,0.5461,247.32,AA,0.3576,215.49,,,202211072111193BOSCVG
Table1a,2022,1,30721,33105,"Boston, MA (Metropolitan Area)","Cincinnati, OH",13296,11193,MHT,CVG,752,8,189.47,AA,0.7571,190.07,WN,0.1857,188.62,,,202211329611193MHTCVG
Table1a,2022,1,30721,33105,"Boston, MA (Metropolitan Area)","Cincinnati, OH",14307,11193,PVD,CVG,752,20,202.95,AA,0.3778,204.22,UA,0.1778,190.69,,,202211430711193PVDCVG
Table1a,2022,1,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10721,15304,BOS,TPA,1204,1706,206.67,B6,0.4934,219.14,DL,0.3098,202.42,,,202211072115304BOSTPA
Table1a,2022,1,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13296,15304,MHT,TPA,1204,209,173.76,NK,0.4657,108.13,NK,0.4657,108.13,,,202211329615304MHTTPA
Table1a,2022,1,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14307,15304,PVD,TPA,1204,474,176.65,WN,0.4736,186.93,F9,0.1511,105.32,,,202211430715304PVDTPA
Table1a,2022,1,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",10721,13198,BOS,MCI,1256,187,200.58,DL,0.6364,209.27,AA,0.1658,176.53,,,202211072113198BOSMCI
Table1a,2022,1,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",13296,13198,MHT,MCI,1256,16,187.42,WN,0.5931,159.53,WN,0.5931,159.53,,,202211329613198MHTMCI
Table1a,2022,1,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",14307,13198,PVD,MCI,1256,24,221.91,WN,0.4749,200.35,DL,0.1553,200.09,,,202211430713198PVDMCI
Table1a,2022,1,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",10721,14683,BOS,SAT,1764,233,202.55,B6,0.4487,189.90,WN,0.1135,177.40,,,202211072114683BOSSAT
Table1a,2022,1,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",13296,14683,MHT,SAT,1764,16,223.30,WN,0.6571,189.82,WN,0.6571,189.82,,,202211329614683MHTSAT
Table1a,2022,1,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",14307,14683,PVD,SAT,1764,30,227.56,WN,0.3582,197.14,WN,0.3582,197.14,,,202211430714683PVDSAT
Table1a,2022,1,30721,33342,"Boston, MA (Metropolitan Area)","Milwaukee, WI",10721,13342,BOS,MKE,860,146,180.36,DL,0.7792,191.67,B6,0.0455,97.87,,,202211072113342BOSMKE
Table1a,2022,1,30721,33342,"Boston, MA (Metropolitan Area)","Milwaukee, WI",13296,13342,MHT,MKE,860,9,230.77,WN,0.6145,206.53,WN,0.6145,206.53,,,202211329613342MHTMKE
Table1a,2022,1,30721,33342,"Boston, MA (Metropolitan Area)","Milwaukee, WI",14307,13342,PVD,MKE,860,16,210.10,AA,0.3630,237.14,WN,0.2740,181.88,,,202211430713342PVDMKE
Table1a,2022,1,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",10721,13495,BOS,MSY,1371,492,193.49,B6,0.4178,190.01,B6,0.4178,190.01,,,202211072113495BOSMSY
Table1a,2022,1,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",13296,13495,MHT,MSY,1371,16,218.83,WN,0.5102,201.49,WN,0.5102,201.49,,,202211329613495MHTMSY
Table1a,2022,1,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",14307,13495,PVD,MSY,1371,48,217.74,AA,0.3264,245.43,WN,0.2940,182.77,,,202211430713495PVDMSY
Table1a,2022,1,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",10721,14679,BOS,SAN,2588,814,293.11,B6,0.3876,335.61,AS,0.3300,246.17,,,202211072114679BOSSAN
Table1a,2022,1,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",13296,14679,MHT,SAN,2588,15,288.18,WN,0.4460,238.34,WN,0.4460,238.34,,,202211329614679MHTSAN
Table1a,2022,1,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",14307,14679,PVD,SAN,2588,67,303.74,AA,0.3201,265.32,WN,0.2855,261.27,,,202211430714679PVDSAN
Table1a,2022,1,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10721,13931,BOS,ORF,487,107,167.92,AA,0.4767,173.44,DL,0.3503,167.13,,,202211072113931BOSORF
Table1a,2022,1,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10721,14098,BOS,PHF,487,4,182.32,AA,1.0000,182.32,AA,1.0000,182.32,,,202211072114098BOSPHF
Table1a,2022,1,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13296,13931,MHT,ORF,487,21,171.71,WN,0.5573,153.17,WN,0.5573,153.17,,,202211329613931MHTORF
Table1a,2022,1,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13296,14098,MHT,PHF,487,1,327.34,AA,1.0000,327.34,AA,1.0000,327.34,,,202211329614098MHTPHF
Table1a,2022,1,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",14307,13931,PVD,ORF,487,98,123.76,MX,0.3567,99.01,MX,0.3567,99.01,,,202211430713931PVDORF
Table1a,2022,1,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",14307,14098,PVD,PHF,487,1,213.68,AA,1.0000,213.68,AA,1.0000,213.68,,,202211430714098PVDPHF
Table1a,2022,1,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",10721,14027,BOS,PBI,1222,1445,224.23,B6,0.7585,225.79,DL,0.1690,223.69,,,202211072114027BOSPBI
Table1a,2022,1,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",13296,14027,MHT,PBI,1222,36,196.41,WN,0.5657,170.60,WN,0.5657,170.60,,,202211329614027MHTPBI
Table1a,2022,1,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",14307,14027,PVD,PBI,1222,246,218.15,B6,0.7045,219.36,AA,0.1044,215.52,,,202211430714027PVDPBI
Table1a,2022,1,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",10721,14057,BOS,PDX,2537,223,272.51,AS,0.4099,289.18,DL,0.3571,254.26,,,202211072114057BOSPDX
Table1a,2022,1,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",13296,14057,MHT,PDX,2537,2,286.68,WN,0.3684,200.86,WN,0.3684,200.86,,,202211329614057MHTPDX
Table1a,2022,1,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",14307,14057,PVD,PDX,2537,12,303.87,DL,0.5288,282.46,WN,0.1058,264.36,,,202211430714057PVDPDX
Table1a,2022,1,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",10721,14100,BOS,PHL,289,858,151.18,AA,0.7050,153.59,DL,0.1345,143.35,,,202211072114100BOSPHL
Table1a,2022,1,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",13296,14100,MHT,PHL,289,44,215.34,AA,0.9924,215.47,AA,0.9924,215.47,,,202211329614100MHTPHL
Table1a,2022,1,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",14307,14100,PVD,PHL,289,43,244.48,AA,0.9897,245.64,UA,0.0103,133.00,,,202211430714100PVDPHL
Table1a,2022,1,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",10721,14492,BOS,RDU,625,759,159.37,DL,0.5137,162.58,B6,0.3729,152.13,,,202211072114492BOSRDU
Table1a,2022,1,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",13296,14492,MHT,RDU,625,26,181.71,WN,0.5064,159.89,WN,0.5064,159.89,,,202211329614492MHTRDU
Table1a,2022,1,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",14307,14492,PVD,RDU,625,57,172.19,AA,0.4423,188.51,WN,0.3092,151.54,,,202211430714492PVDRDU
Table1a,2022,1,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",10721,14524,BOS,RIC,487,329,147.40,DL,0.5468,146.84,B6,0.3934,144.05,,,202211072114524BOSRIC
Table1a,2022,1,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",13296,14524,MHT,RIC,487,5,196.83,AA,0.8298,195.82,AA,0.8298,195.82,,,202211329614524MHTRIC
Table1a,2022,1,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",14307,14524,PVD,RIC,487,14,182.98,AA,0.4062,189.95,DL,0.3750,157.13,,,202211430714524PVDRIC
Table1a,2022,1,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",10721,14869,BOS,SLC,2105,761,368.44,DL,0.7300,389.34,B6,0.1129,303.00,,,202211072114869BOSSLC
Table1a,2022,1,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",13296,14869,MHT,SLC,2105,15,285.07,WN,0.7594,254.66,WN,0.7594,254.66,,,202211329614869MHTSLC
Table1a,2022,1,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",14307,14869,PVD,SLC,2105,25,327.26,DL,0.3214,331.00,UA,0.1518,299.27,,,202211430714869PVDSLC
Table1a,2022,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",10721,14685,BOS,SAV,917,289,193.34,B6,0.6211,194.22,B6,0.6211,194.22,,,202211072114685BOSSAV
Table1a,2022,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,19,192.56,WN,0.5088,160.18,WN,0.5088,160.18,,,202211329614685MHTSAV
Table1a,2022,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,35,187.99,AA,0.3302,223.81,WN,0.2862,155.40,,,202211430714685PVDSAV
Table1a,2022,1,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",10721,14986,BOS,SRQ,1240,427,238.83,B6,0.6320,264.14,AA,0.1005,214.68,,,202211072114986BOSSRQ
Table1a,2022,1,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",13296,14986,MHT,SRQ,1240,42,205.86,WN,0.7836,202.39,WN,0.7836,202.39,,,202211329614986MHTSRQ
Table1a,2022,1,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",14307,14986,PVD,SRQ,1240,71,209.20,WN,0.5734,184.11,WN,0.5734,184.11,,,202211430714986PVDSRQ
Table1a,2022,1,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",10785,11618,BTV,EWR,266,51,178.65,UA,0.9978,178.63,UA,0.9978,178.63,,,202211078511618BTVEWR
Table1a,2022,1,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",10785,12391,BTV,ISP,266,0,222.25,AA,1.0000,222.25,AA,1.0000,222.25,,,202211078512391BTVISP
Table1a,2022,1,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",10785,12478,BTV,JFK,266,74,173.03,B6,0.5907,171.04,B6,0.5907,171.04,,,202211078512478BTVJFK
Table1a,2022,1,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",10785,12953,BTV,LGA,266,62,178.93,DL,0.9856,179.25,DL,0.9856,179.25,,,202211078512953BTVLGA
Table1a,2022,1,30792,30852,"Buffalo, NY","Washington, DC (Metropolitan Area)",10792,10821,BUF,BWI,296,94,153.26,WN,0.9610,151.60,WN,0.9610,151.60,,,202211079210821BUFBWI
Table1a,2022,1,30792,30852,"Buffalo, NY","Washington, DC (Metropolitan Area)",10792,11278,BUF,DCA,296,83,165.23,AA,0.9037,166.08,DL,0.0749,152.33,,,202211079211278BUFDCA
Table1a,2022,1,30792,30852,"Buffalo, NY","Washington, DC (Metropolitan Area)",10792,12264,BUF,IAD,296,45,156.74,UA,0.9780,156.17,UA,0.9780,156.17,,,202211079212264BUFIAD
Table1a,2022,1,30792,30977,"Buffalo, NY","Chicago, IL",10792,13232,BUF,MDW,473,53,136.29,WN,0.9584,134.63,WN,0.9584,134.63,,,202211079213232BUFMDW
Table1a,2022,1,30792,30977,"Buffalo, NY","Chicago, IL",10792,13930,BUF,ORD,473,128,156.55,UA,0.5732,142.26,UA,0.5732,142.26,,,202211079213930BUFORD
Table1a,2022,1,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,11618,BUF,EWR,326,119,172.09,UA,0.9776,171.60,UA,0.9776,171.60,,,202211079211618BUFEWR
Table1a,2022,1,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12197,BUF,HPN,326,1,207.40,AA,1.0000,207.40,AA,1.0000,207.40,,,202211079212197BUFHPN
Table1a,2022,1,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12391,BUF,ISP,326,6,137.91,WN,0.7593,128.51,WN,0.7593,128.51,,,202211079212391BUFISP
Table1a,2022,1,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12478,BUF,JFK,326,320,173.08,B6,0.5725,172.37,DL,0.3804,172.15,,,202211079212478BUFJFK
Table1a,2022,1,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12953,BUF,LGA,326,171,171.46,DL,0.9408,173.69,UA,0.0195,112.48,,,202211079212953BUFLGA
Table1a,2022,1,30792,32467,"Buffalo, NY","Miami, FL (Metropolitan Area)",10792,11697,BUF,FLL,1185,478,172.11,WN,0.3902,201.58,F9,0.1976,103.38,,,202211079211697BUFFLL
Table1a,2022,1,30792,32467,"Buffalo, NY","Miami, FL (Metropolitan Area)",10792,13303,BUF,MIA,1185,144,163.82,AA,0.3949,172.31,WN,0.1731,171.49,,,202211079213303BUFMIA
